dataset	leaf_size	metric	eps	min_samples	nmi
2d-4c-no4	50	euclidean	0.5	2	0.6608164416354553
disk-1000n	50	euclidean	0.5	2	0.3353603497515214
complex9	50	euclidean	0.5	2	0.03695909760697288
ecoli	50	euclidean	0.5	2	0.21049833540793494
target	50	euclidean	0.5	2	1.0000000000000002
3MC	50	euclidean	0.5	2	0.8747345131114396
xclara	50	euclidean	0.5	2	0.24187029973326168
spherical_5_2	50	euclidean	0.5	2	0.6420238515275788
elliptical_10_2	50	euclidean	0.5	2	0.6279457302534914
triangle2	50	euclidean	0.5	2	0.48953133910832436
disk-4000n	50	euclidean	0.5	2	0.9892667766185628
jain	50	euclidean	0.5	2	0.23794256593308738
2d-4c	50	euclidean	0.5	2	0.6719610186010553
sizes4	50	euclidean	0.5	2	0.5592703363634137
square4	50	euclidean	0.5	2	0.5228031930387319
chainlink	50	euclidean	0.5	2	1.0
spiralsquare	50	euclidean	0.5	2	0.8207400359638164
complex8	50	euclidean	0.5	2	0.05568281963358474
haberman	50	euclidean	0.5	2	0.07262504490899578
pmf	50	euclidean	0.5	2	0.4815507203541834
atom	50	euclidean	0.5	2	0.08668024756592253
2d-4c-no9	50	euclidean	0.5	2	0.6713472462378318
hepta	50	euclidean	0.5	2	0.8036228913025173
triangle1	50	euclidean	0.5	2	0.7921303658808082
tae	50	euclidean	0.5	2	0.3282537649344205
twenty	50	euclidean	0.5	2	0.9693761671162455
threenorm	50	euclidean	0.5	2	0.01673957004265176
square2	50	euclidean	0.5	2	0.573693890445881
flame	50	euclidean	0.5	2	0.16552400466747047
disk-3000n	50	euclidean	0.5	2	0.036951773637256886
d31	50	euclidean	0.5	2	0.8504450788436897
aggregation	50	euclidean	0.5	2	0.31749600270066686
2sp2glob	50	euclidean	0.5	2	0.8480211424031656
glass	50	euclidean	0.5	2	0.3952054268713473
square1	50	euclidean	0.5	2	0.5809175554901558
sizes1	50	euclidean	0.5	2	0.5961932255106255
long3	50	euclidean	0.5	2	0.037978309594801564
spherical_4_3	50	euclidean	0.5	3	0.31565500557117115
fourty	50	euclidean	0.5	3	0.9143023666277466
lsun	50	euclidean	0.5	3	1.0
pathbased	50	euclidean	0.5	3	0.20845198195363024
R15	50	euclidean	0.5	3	0.8707452731409097
spherical_6_2	50	euclidean	0.5	3	0.6805329317173535
shapes	50	euclidean	0.5	3	1.0
2dnormals	50	euclidean	0.5	3	0.014969147343841712
2d-20c-no0	50	euclidean	0.5	3	0.9317805025709813
zoo	50	euclidean	0.5	3	0.3938108141757237
square3	50	euclidean	0.5	3	0.5471153583169788
sonar	50	euclidean	0.5	3	0.2047135262309268
disk-4600n	50	euclidean	0.5	3	0.09629660205119647
sizes5	50	euclidean	0.5	3	0.521600803978165
blobs	50	euclidean	0.5	3	0.02344645976400744
dense-disk-5000	50	euclidean	0.5	3	0.05761407947835189
dense-disk-3000	50	euclidean	0.5	3	0.3717770830133027
2d-10c	50	euclidean	0.5	3	0.7092324995832489
impossible	50	euclidean	0.5	3	0.9225328179976726
aml28	50	euclidean	0.5	3	0.5685746201005214
compound	50	euclidean	0.5	3	0.3767101956734468
sizes3	50	euclidean	0.5	3	0.5416191327137573
spiral	50	euclidean	0.5	3	1.0
sizes2	50	euclidean	0.5	3	0.5784533513292262
iris	50	euclidean	0.5	3	0.61358684929911
hypercube	50	euclidean	0.5	3	0.6579754151170594
engytime	50	euclidean	0.5	3	0.006093603328289078
longsquare	50	euclidean	0.5	3	0.6741992142560029
iono	50	euclidean	0.5	3	0.17344631632321217
square5	50	euclidean	0.5	3	0.14997721532295524
3-spiral	50	euclidean	0.5	3	0.3468872690416523
rings	50	euclidean	0.5	3	0.4755831101564652
2d-4c-no4	50	euclidean	0.5	3	0.6697012051974957
disk-1000n	50	euclidean	0.5	3	0.3256776921025155
complex9	50	euclidean	0.5	3	0.009811445378521423
ecoli	50	euclidean	0.5	3	0.21049833540793494
target	50	euclidean	0.5	3	1.0000000000000002
3MC	50	euclidean	0.5	3	0.8762177137739336
xclara	50	euclidean	0.5	3	0.16933912219790026
spherical_5_2	50	euclidean	0.5	3	0.6156551221063113
elliptical_10_2	50	euclidean	0.5	3	0.5753619863511668
triangle2	50	euclidean	0.5	3	0.4764417605374037
disk-4000n	50	euclidean	0.5	3	0.9892667766185628
jain	50	euclidean	0.5	3	0.16558962940851807
2d-4c	50	euclidean	0.5	3	0.6931951820278907
sizes4	50	euclidean	0.5	3	0.5357697444080709
square4	50	euclidean	0.5	3	0.5160631046833493
chainlink	50	euclidean	0.5	3	1.0
spiralsquare	50	euclidean	0.5	3	0.8263147631976546
haberman	50	euclidean	0.5	3	0.016991169000338913
pmf	50	euclidean	0.5	3	0.48059435086964186
atom	50	euclidean	0.5	3	0.04506708483883897
2d-4c-no9	50	euclidean	0.5	3	0.6795062048532742
hepta	50	euclidean	0.5	3	0.7953047168122785
triangle1	50	euclidean	0.5	3	0.8009614477872099
tae	50	euclidean	0.5	3	0.04796284802914385
twenty	50	euclidean	0.5	3	0.9676093398230946
threenorm	50	euclidean	0.5	3	0.0032398065566278454
square2	50	euclidean	0.5	3	0.5690167800072895
flame	50	euclidean	0.5	3	0.09841745753747914
disk-3000n	50	euclidean	0.5	3	0.03724701235583077
d31	50	euclidean	0.5	3	0.8444966318936862
aggregation	50	euclidean	0.5	3	0.20386121546405198
2sp2glob	50	euclidean	0.5	3	0.8571600479663521
glass	50	euclidean	0.5	3	0.3852060315489848
square1	50	euclidean	0.5	3	0.5753671033996021
sizes1	50	euclidean	0.5	3	0.5892110702786651
long3	50	euclidean	0.5	3	0.037978309594801564
spherical_4_3	50	euclidean	0.5	4	0.24909584389820105
fourty	50	euclidean	0.5	4	0.8898310266221909
lsun	50	euclidean	0.5	4	1.0
pathbased	50	euclidean	0.5	4	0.09615095003617832
R15	50	euclidean	0.5	4	0.8901241565226989
spherical_6_2	50	euclidean	0.5	4	0.628843268910534
shapes	50	euclidean	0.5	4	1.0
2dnormals	50	euclidean	0.5	4	0.016550737447149175
2d-20c-no0	50	euclidean	0.5	4	0.9213908431717943
zoo	50	euclidean	0.5	4	0.2834248482215105
square3	50	euclidean	0.5	4	0.5178583944708289
sonar	50	euclidean	0.5	4	0.19313236354818328
disk-4600n	50	euclidean	0.5	4	0.1334140966382221
sizes5	50	euclidean	0.5	4	0.47953307557325914
blobs	50	euclidean	0.5	4	0.02344645976400744
dense-disk-5000	50	euclidean	0.5	4	0.06322731325008348
dense-disk-3000	50	euclidean	0.5	4	0.4275400957943719
2d-10c	50	euclidean	0.5	4	0.7037983655207702
impossible	50	euclidean	0.5	4	0.9206469978729575
aml28	50	euclidean	0.5	4	0.5231988249648537
compound	50	euclidean	0.5	4	0.30057813950535095
sizes3	50	euclidean	0.5	4	0.5078173521482966
spiral	50	euclidean	0.5	4	1.0
sizes2	50	euclidean	0.5	4	0.5483809319930951
iris	50	euclidean	0.5	4	0.6219859421289082
hypercube	50	euclidean	0.5	4	0.6579754151170594
engytime	50	euclidean	0.5	4	0.0034090961056868247
longsquare	50	euclidean	0.5	4	0.6245397853485979
iono	50	euclidean	0.5	4	0.15696996389514944
square5	50	euclidean	0.5	4	0.2740177772183462
3-spiral	50	euclidean	0.5	4	0.20711919033996898
rings	50	euclidean	0.5	4	0.4627003450022835
2d-4c-no4	50	euclidean	0.5	4	0.6720505250599917
disk-1000n	50	euclidean	0.5	4	0.31506592418508483
ecoli	50	euclidean	0.5	4	0.21049833540793494
target	50	euclidean	0.5	4	0.9861144062953922
3MC	50	euclidean	0.5	4	0.8751401867798082
xclara	50	euclidean	0.5	4	0.09974723374992606
spherical_5_2	50	euclidean	0.5	4	0.54172516810821
elliptical_10_2	50	euclidean	0.5	4	0.467296730459472
triangle2	50	euclidean	0.5	4	0.42840215236812684
disk-4000n	50	euclidean	0.5	4	0.9812126374940057
jain	50	euclidean	0.5	4	0.11002697655320925
2d-4c	50	euclidean	0.5	4	0.6970025279647194
sizes4	50	euclidean	0.5	4	0.49565721025899434
square4	50	euclidean	0.5	4	0.4857729768850346
chainlink	50	euclidean	0.5	4	1.0
spiralsquare	50	euclidean	0.5	4	0.8265349291889965
pmf	50	euclidean	0.5	4	0.41337827305519903
2d-4c-no9	50	euclidean	0.5	4	0.6604538923118468
hepta	50	euclidean	0.5	4	0.7423324251393936
triangle1	50	euclidean	0.5	4	0.7825695292798361
tae	50	euclidean	0.5	4	0.04796284802914385
twenty	50	euclidean	0.5	4	0.9611732356307916
threenorm	50	euclidean	0.5	4	0.0037108044039231257
square2	50	euclidean	0.5	4	0.5396994660944829
disk-3000n	50	euclidean	0.5	4	0.07788500963413737
d31	50	euclidean	0.5	4	0.8344890805744505
aggregation	50	euclidean	0.5	4	0.07003886079816742
2sp2glob	50	euclidean	0.5	4	0.8604134414739373
glass	50	euclidean	0.5	4	0.33267673299800277
square1	50	euclidean	0.5	4	0.5431920102258336
disk-4500n	50	euclidean	0.5	4	0.0022177747006147824
sizes1	50	euclidean	0.5	4	0.5585568478068735
long3	50	euclidean	0.5	4	0.037978309594801564
fourty	50	manhattan	0.2	2	0.483449589756369
lsun	50	manhattan	0.2	2	0.5678207299500532
diamond9	50	manhattan	0.2	2	0.013296635278156462
ds850	50	manhattan	0.2	2	0.7987424342789919
elly-2d10c13s	50	manhattan	0.2	2	0.08918170435104515
pathbased	50	manhattan	0.2	2	0.08966081142145967
R15	50	manhattan	0.2	2	0.7294991497781621
spherical_6_2	50	manhattan	0.2	2	0.29374479631386163
shapes	50	manhattan	0.2	2	0.9545477030604798
2dnormals	50	manhattan	0.2	2	0.2260434833120529
ds2c2sc13	50	manhattan	0.2	2	0.5239331226632156
simplex	50	manhattan	0.2	2	0.9958249463765015
2d-20c-no0	50	manhattan	0.2	2	0.6197383784273633
disk-5000n	50	manhattan	0.2	2	0.21072556968314188
DS-577	50	manhattan	0.2	2	0.662270034587797
zoo	50	manhattan	0.2	2	0.4708389621216752
square3	50	manhattan	0.2	2	0.24730482425608108
disk-4600n	50	manhattan	0.2	2	0.13720374054600593
sizes5	50	manhattan	0.2	2	0.14517942875117093
cure-t1-2000n-2D	50	manhattan	0.2	2	0.9072505493289745
blobs	50	manhattan	0.2	2	0.49451268992736774
dense-disk-5000	50	manhattan	0.2	2	0.2631564075093851
dense-disk-3000	50	manhattan	0.2	2	0.20288761116652562
smile1	50	manhattan	0.2	2	0.8660254037844386
2d-10c	50	manhattan	0.2	2	0.48338025263931156
impossible	50	manhattan	0.2	2	0.6995066125188563
aml28	50	manhattan	0.2	2	0.2280566099827225
zelnik2	50	manhattan	0.2	2	0.12368944345240242
sizes3	50	manhattan	0.2	2	0.18242053325982208
spiral	50	manhattan	0.2	2	1.0
sizes2	50	manhattan	0.2	2	0.20623195432444907
iris	50	manhattan	0.2	2	0.22066015285767565
hypercube	50	manhattan	0.2	2	0.9660151432641484
engytime	50	manhattan	0.2	2	0.06193717011182632
longsquare	50	manhattan	0.2	2	0.2906397063132774
iono	50	manhattan	0.2	2	0.03874221817559387
square5	50	manhattan	0.2	2	0.24472769510870784
3-spiral	50	manhattan	0.2	2	0.11830547258724322
DS-850	50	manhattan	0.2	2	0.7987424342789919
rings	50	manhattan	0.2	2	0.31950527646670035
cure-t2-4k	50	manhattan	0.2	2	0.8733152380050729
2d-4c-no4	50	manhattan	0.2	2	0.39814666634703605
disk-1000n	50	manhattan	0.2	2	0.16039947510463506
complex9	50	manhattan	0.2	2	0.011053534628570914
ecoli	50	manhattan	0.2	2	0.47298133525169195
target	50	manhattan	0.2	2	0.6333648123391054
3MC	50	manhattan	0.2	2	0.4302344298747146
xor	50	manhattan	0.2	2	0.3735920208184913
xclara	50	manhattan	0.2	2	0.08982978283183521
cure-t0-2000n-2D	50	manhattan	0.2	2	1.0
spherical_5_2	50	manhattan	0.2	2	0.25825796103736287
ds577	50	manhattan	0.2	2	0.662270034587797
elliptical_10_2	50	manhattan	0.2	2	0.26528473763621385
wingnut	50	manhattan	0.2	2	0.7034499635654309
triangle2	50	manhattan	0.2	2	0.21167100423600754
smile2	50	manhattan	0.2	2	0.7915125348945703
disk-4000n	50	manhattan	0.2	2	0.20085752251553898
jain	50	manhattan	0.2	2	0.020423262405317215
2d-4c	50	manhattan	0.2	2	0.4638417742187427
long1	50	manhattan	0.2	2	0.9172463514951155
sizes4	50	manhattan	0.2	2	0.1690124790422843
square4	50	manhattan	0.2	2	0.2462187285297715
chainlink	50	manhattan	0.2	2	1.0
spiralsquare	50	manhattan	0.2	2	0.7629093098098503
gaussians1	50	manhattan	0.2	2	1.0
smile3	50	manhattan	0.2	2	0.768221382359734
complex8	50	manhattan	0.2	2	0.012375536417509499
haberman	50	manhattan	0.2	2	0.07262504490899578
pmf	50	manhattan	0.2	2	0.15355653467324595
atom	50	manhattan	0.2	2	0.01577327817157166
long2	50	manhattan	0.2	2	0.9336848913233203
2d-4c-no9	50	manhattan	0.2	2	0.39005558713364447
cassini	50	manhattan	0.2	2	1.0
hepta	50	manhattan	0.2	2	0.44226017540773305
triangle1	50	manhattan	0.2	2	0.38373882018545086
tae	50	manhattan	0.2	2	0.3282537649344205
twenty	50	manhattan	0.2	2	0.5540202430667514
threenorm	50	manhattan	0.2	2	0.24772126726029814
square2	50	manhattan	0.2	2	0.2484827956044704
disk-3000n	50	manhattan	0.2	2	0.23910449102731157
d31	50	manhattan	0.2	2	0.5363836922464756
aggregation	50	manhattan	0.2	2	0.051065182439350675
zelnik4	50	manhattan	0.2	2	1.0
2sp2glob	50	manhattan	0.2	2	0.6333364975389173
glass	50	manhattan	0.2	2	0.07377599036793413
square1	50	manhattan	0.2	2	0.24859135156207698
2d-3c-no123	50	manhattan	0.2	2	0.7368749508176331
disk-4500n	50	manhattan	0.2	2	0.25171662208763546
sizes1	50	manhattan	0.2	2	0.23281710226639704
long3	50	manhattan	0.2	2	0.8495212230991038
cuboids	50	manhattan	0.2	2	1.0
st900	50	manhattan	0.2	2	0.5869590635958315
tetra	50	manhattan	0.2	2	0.21162458881937443
fourty	50	manhattan	0.2	3	0.36104341368237186
lsun	50	manhattan	0.2	3	0.5472430676712511
diamond9	50	manhattan	0.2	3	0.013296635278156462
ds850	50	manhattan	0.2	3	0.8066484391661042
elly-2d10c13s	50	manhattan	0.2	3	0.08918170435104515
R15	50	manhattan	0.2	3	0.7007782808201645
spherical_6_2	50	manhattan	0.2	3	0.17076192603969956
shapes	50	manhattan	0.2	3	0.955747990698682
2dnormals	50	manhattan	0.2	3	0.21475327417355747
ds2c2sc13	50	manhattan	0.2	3	0.5239331226632156
simplex	50	manhattan	0.2	3	0.9958249463765015
2d-20c-no0	50	manhattan	0.2	3	0.580656981936749
disk-5000n	50	manhattan	0.2	3	0.17059001988622094
DS-577	50	manhattan	0.2	3	0.6641582193729613
zoo	50	manhattan	0.2	3	0.3938108141757237
square3	50	manhattan	0.2	3	0.1499117534648653
disk-4600n	50	manhattan	0.2	3	0.09237575671683186
sizes5	50	manhattan	0.2	3	0.08419287461064251
cure-t1-2000n-2D	50	manhattan	0.2	3	0.9072505493289745
blobs	50	manhattan	0.2	3	0.4658925588990938
dense-disk-5000	50	manhattan	0.2	3	0.23876157763080963
dense-disk-3000	50	manhattan	0.2	3	0.14664656206388774
smile1	50	manhattan	0.2	3	0.8660254037844386
2d-10c	50	manhattan	0.2	3	0.4630601566268391
impossible	50	manhattan	0.2	3	0.7213460587834278
aml28	50	manhattan	0.2	3	0.14021139214534942
zelnik2	50	manhattan	0.2	3	0.12368944345240242
sizes3	50	manhattan	0.2	3	0.10245180988903295
spiral	50	manhattan	0.2	3	1.0
sizes2	50	manhattan	0.2	3	0.12104167260873686
iris	50	manhattan	0.2	3	0.10890095981927508
hypercube	50	manhattan	0.2	3	0.965236614316944
engytime	50	manhattan	0.2	3	0.04719421513022174
longsquare	50	manhattan	0.2	3	0.18318132983608434
square5	50	manhattan	0.2	3	0.1514051467044349
3-spiral	50	manhattan	0.2	3	0.06666620036811804
DS-850	50	manhattan	0.2	3	0.8066484391661042
rings	50	manhattan	0.2	3	0.29680755796775155
cure-t2-4k	50	manhattan	0.2	3	0.8733152380050729
2d-4c-no4	50	manhattan	0.2	3	0.3887575861143153
disk-1000n	50	manhattan	0.2	3	0.07953281917053365
ecoli	50	manhattan	0.2	3	0.46397111298567273
target	50	manhattan	0.2	3	0.6361891971771615
3MC	50	manhattan	0.2	3	0.39333023417079355
xor	50	manhattan	0.2	3	0.32107832646657597
xclara	50	manhattan	0.2	3	0.017818667414060057
cure-t0-2000n-2D	50	manhattan	0.2	3	1.0
spherical_5_2	50	manhattan	0.2	3	0.1359466982315203
ds577	50	manhattan	0.2	3	0.6641582193729613
elliptical_10_2	50	manhattan	0.2	3	0.1087150226258587
wingnut	50	manhattan	0.2	3	0.7104400587988424
triangle2	50	manhattan	0.2	3	0.11452138335460753
smile2	50	manhattan	0.2	3	0.7915125348945703
disk-4000n	50	manhattan	0.2	3	0.14940723041915588
2d-4c	50	manhattan	0.2	3	0.44925303729915467
long1	50	manhattan	0.2	3	0.9200949630299149
sizes4	50	manhattan	0.2	3	0.09332706794434291
square4	50	manhattan	0.2	3	0.14876312824008867
chainlink	50	manhattan	0.2	3	1.0
spiralsquare	50	manhattan	0.2	3	0.8129410622681409
gaussians1	50	manhattan	0.2	3	1.0
smile3	50	manhattan	0.2	3	0.768221382359734
haberman	50	manhattan	0.2	3	0.016991169000338913
pmf	50	manhattan	0.2	3	0.09343133032259177
long2	50	manhattan	0.2	3	0.9393720672106249
2d-4c-no9	50	manhattan	0.2	3	0.39006933662566445
cassini	50	manhattan	0.2	3	1.0
hepta	50	manhattan	0.2	3	0.4582500253538515
triangle1	50	manhattan	0.2	3	0.33165669831800454
tae	50	manhattan	0.2	3	0.04796284802914385
twenty	50	manhattan	0.2	3	0.4898960734566196
threenorm	50	manhattan	0.2	3	0.23490724914834363
square2	50	manhattan	0.2	3	0.1496642212700514
disk-3000n	50	manhattan	0.2	3	0.18656799463044452
d31	50	manhattan	0.2	3	0.45297266823788074
zelnik4	50	manhattan	0.2	3	1.0
2sp2glob	50	manhattan	0.2	3	0.6986411726758943
square1	50	manhattan	0.2	3	0.1496642212700514
2d-3c-no123	50	manhattan	0.2	3	0.7392700051343623
disk-4500n	50	manhattan	0.2	3	0.22462504170494957
sizes1	50	manhattan	0.2	3	0.14867491740899663
long3	50	manhattan	0.2	3	0.8517145950081007
cuboids	50	manhattan	0.2	3	1.0
st900	50	manhattan	0.2	3	0.5482726394687629
fourty	50	manhattan	0.2	4	0.24521901661978582
lsun	50	manhattan	0.2	4	0.5094697775534072
diamond9	50	manhattan	0.2	4	0.013296635278156462
ds850	50	manhattan	0.2	4	0.7901377750755338
elly-2d10c13s	50	manhattan	0.2	4	0.08128836002249895
R15	50	manhattan	0.2	4	0.6385860798264382
spherical_6_2	50	manhattan	0.2	4	0.09637706692703478
shapes	50	manhattan	0.2	4	0.955747990698682
2dnormals	50	manhattan	0.2	4	0.19967442899700197
ds2c2sc13	50	manhattan	0.2	4	0.5239331226632156
simplex	50	manhattan	0.2	4	0.9906931484908487
2d-20c-no0	50	manhattan	0.2	4	0.5373791811608483
disk-5000n	50	manhattan	0.2	4	0.12225117293683269
DS-577	50	manhattan	0.2	4	0.6361539925776687
zoo	50	manhattan	0.2	4	0.2834248482215105
square3	50	manhattan	0.2	4	0.05327181887850983
disk-4600n	50	manhattan	0.2	4	0.04858590981842051
sizes5	50	manhattan	0.2	4	0.04995289195959958
cure-t1-2000n-2D	50	manhattan	0.2	4	0.9072505493289745
blobs	50	manhattan	0.2	4	0.4370524109911992
dense-disk-5000	50	manhattan	0.2	4	0.1811564646930077
dense-disk-3000	50	manhattan	0.2	4	0.09119800215967884
smile1	50	manhattan	0.2	4	0.8660254037844386
2d-10c	50	manhattan	0.2	4	0.4339814692108383
impossible	50	manhattan	0.2	4	0.6200656279391962
aml28	50	manhattan	0.2	4	0.13578093843993805
zelnik2	50	manhattan	0.2	4	0.12627641504755338
sizes3	50	manhattan	0.2	4	0.0505771928879747
spiral	50	manhattan	0.2	4	0.4399855547243433
sizes2	50	manhattan	0.2	4	0.05426728866881856
hypercube	50	manhattan	0.2	4	0.9632511291874074
engytime	50	manhattan	0.2	4	0.03183092911181426
longsquare	50	manhattan	0.2	4	0.09490473649204705
square5	50	manhattan	0.2	4	0.04842239405917857
DS-850	50	manhattan	0.2	4	0.7901377750755338
rings	50	manhattan	0.2	4	0.27332244018095114
cure-t2-4k	50	manhattan	0.2	4	0.8733152380050729
2d-4c-no4	50	manhattan	0.2	4	0.37541283081652366
disk-1000n	50	manhattan	0.2	4	0.05069984337867771
ecoli	50	manhattan	0.2	4	0.41059585291201633
target	50	manhattan	0.2	4	0.5975808549253525
3MC	50	manhattan	0.2	4	0.35661771078177795
xor	50	manhattan	0.2	4	0.21579093945971825
cure-t0-2000n-2D	50	manhattan	0.2	4	1.0
ds577	50	manhattan	0.2	4	0.6361539925776687
elliptical_10_2	50	manhattan	0.2	4	0.05519595167628118
wingnut	50	manhattan	0.2	4	0.637954626798523
triangle2	50	manhattan	0.2	4	0.046607447561199944
smile2	50	manhattan	0.2	4	0.7915125348945703
disk-4000n	50	manhattan	0.2	4	0.10341965653719673
2d-4c	50	manhattan	0.2	4	0.4010549516840717
long1	50	manhattan	0.2	4	0.9200949630299149
sizes4	50	manhattan	0.2	4	0.04972414120856487
square4	50	manhattan	0.2	4	0.05327181887850983
chainlink	50	manhattan	0.2	4	1.0
spiralsquare	50	manhattan	0.2	4	0.3835257894647027
gaussians1	50	manhattan	0.2	4	1.0
smile3	50	manhattan	0.2	4	0.768221382359734
pmf	50	manhattan	0.2	4	0.08545316319238488
long2	50	manhattan	0.2	4	0.9159177453435552
2d-4c-no9	50	manhattan	0.2	4	0.4344952475382805
cassini	50	manhattan	0.2	4	1.0
hepta	50	manhattan	0.2	4	0.46700977359402623
triangle1	50	manhattan	0.2	4	0.2569701271009753
tae	50	manhattan	0.2	4	0.04796284802914385
twenty	50	manhattan	0.2	4	0.37097167598370495
threenorm	50	manhattan	0.2	4	0.22329410302287478
square2	50	manhattan	0.2	4	0.05327181887850983
disk-3000n	50	manhattan	0.2	4	0.1272068066147298
d31	50	manhattan	0.2	4	0.3433230536357198
zelnik4	50	manhattan	0.2	4	1.0
2sp2glob	50	manhattan	0.2	4	0.39629742556746456
square1	50	manhattan	0.2	4	0.05327181887850983
2d-3c-no123	50	manhattan	0.2	4	0.7372132397795548
disk-4500n	50	manhattan	0.2	4	0.17960233322992294
sizes1	50	manhattan	0.2	4	0.058234815422497706
long3	50	manhattan	0.2	4	0.8477685735896866
cuboids	50	manhattan	0.2	4	1.0
st900	50	manhattan	0.2	4	0.49628160474947647
spherical_4_3	50	manhattan	0.3	2	0.08186204499529876
fourty	50	manhattan	0.3	2	0.6345126109620987
lsun	50	manhattan	0.3	2	0.8381508058592954
ds850	50	manhattan	0.3	2	0.9256727773732324
pathbased	50	manhattan	0.3	2	0.1544462810519977
R15	50	manhattan	0.3	2	0.8748687756977439
spherical_6_2	50	manhattan	0.3	2	0.41572298457020157
shapes	50	manhattan	0.3	2	0.9976568637158816
2dnormals	50	manhattan	0.3	2	0.062167344417546844
simplex	50	manhattan	0.3	2	1.0
2d-20c-no0	50	manhattan	0.3	2	0.7555620114115207
disk-5000n	50	manhattan	0.3	2	0.2779853872003164
DS-577	50	manhattan	0.3	2	0.8241650929118204
zoo	50	manhattan	0.3	2	0.4708389621216752
square3	50	manhattan	0.3	2	0.3313051681476222
disk-4600n	50	manhattan	0.3	2	0.20977748666299165
