dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
complex8	6	k-means++	300	10	auto	0.5975137075496475
complex9	6	k-means++	300	10	auto	0.6515826882874476
compound	6	k-means++	300	10	auto	0.7191864204401724
cuboids	6	k-means++	300	10	auto	0.8728328848113962
cure-t0-2000n-2D	6	k-means++	300	10	auto	0.5356000976262097
cure-t1-2000n-2D	6	k-means++	300	10	auto	0.7487562140441439
cure-t2-4k	6	k-means++	300	10	auto	0.7243129518563929
curves1	6	k-means++	300	10	auto	0.5578948645499607
curves2	6	k-means++	300	10	auto	0.5578921837227806
d31	6	k-means++	300	10	auto	0.647289428135541
dartboard1	6	k-means++	300	10	auto	0.3563923882051996
dartboard2	6	k-means++	300	10	auto	0.4806711756813951
dense-disk-3000	6	k-means++	300	10	auto	0.04831939462243249
dense-disk-5000	6	k-means++	300	10	auto	0.04927638490429344
diamond9	6	k-means++	300	10	auto	0.7831210872719101
disk-1000n	6	k-means++	300	10	auto	0.24382852975242644
disk-3000n	6	k-means++	300	10	auto	0.182208767768544
disk-4000n	6	k-means++	300	10	auto	0.26122764987513286
disk-4500n	6	k-means++	300	10	auto	0.21807739879836519
disk-4600n	6	k-means++	300	10	auto	0.0016299657432931925
disk-5000n	6	k-means++	300	10	auto	0.0069346326119749686
donut1	6	k-means++	300	10	auto	0.6327241394856414
donut2	6	k-means++	300	10	auto	0.3708668085529362
donut3	6	k-means++	300	10	auto	0.67817336772633
donutcurves	6	k-means++	300	10	auto	0.6824126237277115
dpb	6	k-means++	300	10	auto	0.833218615473313
dpc	6	k-means++	300	10	auto	0.8866585992511876
DS-577	6	k-means++	300	10	auto	0.7492964585262306
DS-850	6	k-means++	300	10	auto	0.868242708550185
ds2c2sc13	6	k-means++	300	10	auto	0.7486251534093666
ds3c3sc6	6	k-means++	300	10	auto	0.6111844847782378
ds4c2sc8	6	k-means++	300	10	auto	0.7059064922301368
ds577	6	k-means++	300	10	auto	0.7478038968730342
ds850	6	k-means++	300	10	auto	0.8797132370828658
ecoli	6	k-means++	300	10	auto	0.6185884813818866
elliptical_10_2	6	k-means++	300	10	auto	0.8290668152620202
elly-2d10c13s	6	k-means++	300	10	auto	0.5641617970599799
engytime	6	k-means++	300	10	auto	0.44539053001025575
flame	6	k-means++	300	10	auto	0.4670977724773306
fourty	6	k-means++	300	10	auto	0.6380967962839369
gaussians1	6	k-means++	300	10	auto	0.5696118200789855
glass	6	k-means++	300	10	auto	0.42646327220844904
haberman	6	k-means++	300	10	auto	0.03085914252442659
heart-statlog	6	k-means++	300	10	auto	0.06740627687445744
hepta	6	k-means++	300	10	auto	0.9450866668423511
hypercube	6	k-means++	300	10	auto	0.9090909090909094
impossible	6	k-means++	300	10	auto	0.701440503987013
iono	6	k-means++	300	10	auto	0.22130641920543917
iris	6	k-means++	300	10	auto	0.641542853905476
jain	6	k-means++	300	10	auto	0.3888185947483141
long1	6	k-means++	300	10	auto	0.44123302435773587
long2	6	k-means++	300	10	auto	0.42912631831442066
long3	6	k-means++	300	10	auto	0.3666918490183124
longsquare	6	k-means++	300	10	auto	0.8660139931044185
lsun	6	k-means++	300	10	auto	0.7437924756805886
pathbased	6	k-means++	300	10	auto	0.5081112671478
pmf	6	k-means++	300	10	auto	0.7649754676288649
R15	6	k-means++	300	10	auto	0.6861222935995509
rings	6	k-means++	300	10	auto	0.3561356350923564
shapes	6	k-means++	300	10	auto	0.8893460260507329
simplex	6	k-means++	300	10	auto	0.8893501676759036
sizes1	6	k-means++	300	10	auto	0.7866624505585721
sizes2	6	k-means++	300	10	auto	0.7474838119052727
sizes3	6	k-means++	300	10	auto	0.7044759723563934
sizes4	6	k-means++	300	10	auto	0.6602557470044325
sizes5	6	k-means++	300	10	auto	0.6225357458323584
smile1	6	k-means++	300	10	auto	0.6454060272605047
smile2	6	k-means++	300	10	auto	0.5636683824085977
smile3	6	k-means++	300	10	auto	0.44006538246523
sonar	6	k-means++	300	10	auto	0.03292244183208226
spherical_4_3	6	k-means++	300	10	auto	0.8891314300837765
spherical_5_2	6	k-means++	300	10	auto	0.8254404131101177
spherical_6_2	6	k-means++	300	10	auto	1.0
spiral	6	k-means++	300	10	auto	0.037981623509160976
spiralsquare	6	k-means++	300	10	auto	0.5738734642903964
square1	6	k-means++	300	10	auto	0.8248390911798706
square2	6	k-means++	300	10	auto	0.7955938304462513
square3	6	k-means++	300	10	auto	0.7080224009380562
square4	6	k-means++	300	10	auto	0.6384397660013309
square5	6	k-means++	300	10	auto	0.5537039866788845
st900	6	k-means++	300	10	auto	0.6634246817601999
tae	6	k-means++	300	10	auto	0.03931667403713431
target	6	k-means++	300	10	auto	0.6360550823047008
tetra	6	k-means++	300	10	auto	0.8808456105526851
threenorm	6	k-means++	300	10	auto	0.3281966334793997
thy	6	k-means++	300	10	auto	0.3257586959898441
triangle1	6	k-means++	300	10	auto	0.913888260016351
triangle2	6	k-means++	300	10	auto	0.8476260122185639
twenty	6	k-means++	300	10	auto	0.7257775302340634
twodiamonds	6	k-means++	300	10	auto	0.5207260493353743
wingnut	6	k-means++	300	10	auto	0.41171211959773074
xclara	6	k-means++	300	10	auto	0.7505220945425307
xor	6	k-means++	300	10	auto	0.40456489295123893
zelnik1	6	k-means++	300	10	auto	0.3985367200244178
zelnik2	6	k-means++	300	10	auto	0.6223018927065573
zelnik3	6	k-means++	300	10	auto	0.7775356068251199
zelnik4	6	k-means++	300	10	auto	0.8825580852468938
zelnik5	6	k-means++	300	10	auto	0.7959230694543705
zelnik6	6	k-means++	300	10	auto	0.7079485673964064
zoo	6	k-means++	300	10	auto	0.7450441838593459
2d-10c	7	k-means++	300	10	auto	0.9329396537269459
2d-20c-no0	7	k-means++	300	10	auto	0.7633425787378338
2d-3c-no123	7	k-means++	300	10	auto	0.5950573758735809
2d-4c-no4	7	k-means++	300	10	auto	0.7916211009207939
2d-4c-no9	7	k-means++	300	10	auto	0.7666903182571595
2d-4c	7	k-means++	300	10	auto	0.7841630941823166
2dnormals	7	k-means++	300	10	auto	0.3489294200813696
2sp2glob	7	k-means++	300	10	auto	0.647826101761651
3-spiral	7	k-means++	300	10	auto	0.06265507421752971
3MC	7	k-means++	300	10	auto	0.6711386659327536
aggregation	7	k-means++	300	10	auto	0.8792390052708804
aml28	7	k-means++	300	10	auto	0.7364537939736018
atom	7	k-means++	300	10	auto	0.6115264234348539
balance-scale	7	k-means++	300	10	auto	0.21518397227492564
banana	7	k-means++	300	10	auto	0.42128931278043275
blobs	7	k-means++	300	10	auto	0.6404450114373549
cassini	7	k-means++	300	10	auto	0.7069901160712442
chainlink	7	k-means++	300	10	auto	0.4029164803456471
circle	7	k-means++	300	10	auto	0.1516025769709449
complex8	7	k-means++	300	10	auto	0.6008324564844805
complex9	7	k-means++	300	10	auto	0.674780873459354
compound	7	k-means++	300	10	auto	0.7224809843013126
cuboids	7	k-means++	300	10	auto	0.820494478124031
cure-t0-2000n-2D	7	k-means++	300	10	auto	0.4985348703419596
cure-t1-2000n-2D	7	k-means++	300	10	auto	0.7352544100624255
cure-t2-4k	7	k-means++	300	10	auto	0.7167192230521127
curves1	7	k-means++	300	10	auto	0.5273780944680209
curves2	7	k-means++	300	10	auto	0.5273780944680206
d31	7	k-means++	300	10	auto	0.6803624187644144
dartboard1	7	k-means++	300	10	auto	0.3415957827478188
dartboard2	7	k-means++	300	10	auto	0.4659585626004926
dense-disk-3000	7	k-means++	300	10	auto	0.045842346496706314
dense-disk-5000	7	k-means++	300	10	auto	0.04714635192250733
diamond9	7	k-means++	300	10	auto	0.8344324909195537
disk-1000n	7	k-means++	300	10	auto	0.2272604711484985
disk-3000n	7	k-means++	300	10	auto	0.16671566863114465
disk-4000n	7	k-means++	300	10	auto	0.23464698440936502
disk-4500n	7	k-means++	300	10	auto	0.2040753242552981
disk-4600n	7	k-means++	300	10	auto	0.0054972162006076495
disk-5000n	7	k-means++	300	10	auto	0.20619091207922532
donut1	7	k-means++	300	10	auto	0.6074595688999836
donut2	7	k-means++	300	10	auto	0.3506010743739595
donut3	7	k-means++	300	10	auto	0.7403037943770454
donutcurves	7	k-means++	300	10	auto	0.6666854762339656
dpb	7	k-means++	300	10	auto	0.7950196841151788
dpc	7	k-means++	300	10	auto	0.8483624359302048
DS-577	7	k-means++	300	10	auto	0.7166342876983546
DS-850	7	k-means++	300	10	auto	0.8797060427763223
ds2c2sc13	7	k-means++	300	10	auto	0.7297533418358121
ds3c3sc6	7	k-means++	300	10	auto	0.6911001069244955
ds4c2sc8	7	k-means++	300	10	auto	0.7800195753681453
ds577	7	k-means++	300	10	auto	0.7229882132857378
ds850	7	k-means++	300	10	auto	0.8844848528956947
ecoli	7	k-means++	300	10	auto	0.62375869894499
elliptical_10_2	7	k-means++	300	10	auto	0.8694544381638708
elly-2d10c13s	7	k-means++	300	10	auto	0.531618677563574
engytime	7	k-means++	300	10	auto	0.42265072835007367
flame	7	k-means++	300	10	auto	0.44777930795853216
fourty	7	k-means++	300	10	auto	0.6782298178617026
gaussians1	7	k-means++	300	10	auto	0.5339612533308667
glass	7	k-means++	300	10	auto	0.4260686978352592
haberman	7	k-means++	300	10	auto	0.040818544131475586
heart-statlog	7	k-means++	300	10	auto	0.06351193600767427
hepta	7	k-means++	300	10	auto	1.0
hypercube	7	k-means++	300	10	auto	0.956521739130435
impossible	7	k-means++	300	10	auto	0.7101776874418135
iono	7	k-means++	300	10	auto	0.22942401896210451
iris	7	k-means++	300	10	auto	0.6662345811531698
jain	7	k-means++	300	10	auto	0.46739429802274507
long1	7	k-means++	300	10	auto	0.5018282617043828
long2	7	k-means++	300	10	auto	0.4893990098631122
long3	7	k-means++	300	10	auto	0.35551131765044836
longsquare	7	k-means++	300	10	auto	0.9099759628909975
lsun	7	k-means++	300	10	auto	0.7083059735558477
pathbased	7	k-means++	300	10	auto	0.5922079796265043
pmf	7	k-means++	300	10	auto	0.733536027132969
R15	7	k-means++	300	10	auto	0.714933278954781
rings	7	k-means++	300	10	auto	0.3540052716659212
shapes	7	k-means++	300	10	auto	0.8685698240336222
simplex	7	k-means++	300	10	auto	0.842455589109404
sizes1	7	k-means++	300	10	auto	0.7581782811977408
sizes2	7	k-means++	300	10	auto	0.7097243000860007
sizes3	7	k-means++	300	10	auto	0.6591067474878956
sizes4	7	k-means++	300	10	auto	0.6149510287462541
sizes5	7	k-means++	300	10	auto	0.5683394859498258
smile1	7	k-means++	300	10	auto	0.6720099982207153
smile2	7	k-means++	300	10	auto	0.581808612419373
smile3	7	k-means++	300	10	auto	0.45975958908111697
sonar	7	k-means++	300	10	auto	0.05722283576009405
spherical_4_3	7	k-means++	300	10	auto	0.8429921409025558
spherical_5_2	7	k-means++	300	10	auto	0.8074230009152383
spherical_6_2	7	k-means++	300	10	auto	0.9689089282066237
spiral	7	k-means++	300	10	auto	0.03423663389439415
spiralsquare	7	k-means++	300	10	auto	0.6578165842392545
square1	7	k-means++	300	10	auto	0.786472641463593
square2	7	k-means++	300	10	auto	0.7519392506050669
square3	7	k-means++	300	10	auto	0.680479765777213
square4	7	k-means++	300	10	auto	0.61639499602675
square5	7	k-means++	300	10	auto	0.5335460013735318
st900	7	k-means++	300	10	auto	0.7477473420081845
tae	7	k-means++	300	10	auto	0.059343678660052884
target	7	k-means++	300	10	auto	0.6149522656467388
tetra	7	k-means++	300	10	auto	0.8422076103548128
threenorm	7	k-means++	300	10	auto	0.3101576014746489
thy	7	k-means++	300	10	auto	0.30437901996394034
triangle1	7	k-means++	300	10	auto	0.8982261217316247
triangle2	7	k-means++	300	10	auto	0.7943839917028881
twenty	7	k-means++	300	10	auto	0.7588271013528961
twodiamonds	7	k-means++	300	10	auto	0.4895551014274734
wingnut	7	k-means++	300	10	auto	0.38673740638712023
xclara	7	k-means++	300	10	auto	0.7125935298186851
xor	7	k-means++	300	10	auto	0.5459159494792135
zelnik1	7	k-means++	300	10	auto	0.48801389738455847
zelnik2	7	k-means++	300	10	auto	0.6402180139686523
zelnik3	7	k-means++	300	10	auto	0.7506485318689943
zelnik4	7	k-means++	300	10	auto	0.8386866106598481
zelnik5	7	k-means++	300	10	auto	0.8519230850478928
zelnik6	7	k-means++	300	10	auto	0.726958963014958
zoo	7	k-means++	300	10	auto	0.7608325740967722
2d-10c	8	k-means++	300	10	auto	0.9833141401552572
2d-20c-no0	8	k-means++	300	10	auto	0.795152896115772
2d-3c-no123	8	k-means++	300	10	auto	0.6156671990733485
2d-4c-no4	8	k-means++	300	10	auto	0.7506958937310232
2d-4c-no9	8	k-means++	300	10	auto	0.72795837395434
2d-4c	8	k-means++	300	10	auto	0.7489336913212198
2dnormals	8	k-means++	300	10	auto	0.3341336333529304
2sp2glob	8	k-means++	300	10	auto	0.6155616824487095
3-spiral	8	k-means++	300	10	auto	0.14864867491547512
3MC	8	k-means++	300	10	auto	0.6814526990856801
aggregation	8	k-means++	300	10	auto	0.8651577112187068
aml28	8	k-means++	300	10	auto	0.6951735468369862
atom	8	k-means++	300	10	auto	0.5920135139652599
balance-scale	8	k-means++	300	10	auto	0.282619444462938
banana	8	k-means++	300	10	auto	0.5010676302730697
blobs	8	k-means++	300	10	auto	0.6041192213471573
cassini	8	k-means++	300	10	auto	0.6819123601248729
chainlink	8	k-means++	300	10	auto	0.5012916081126181
circle	8	k-means++	300	10	auto	0.15520653424164021
complex8	8	k-means++	300	10	auto	0.5892944845810807
complex9	8	k-means++	300	10	auto	0.681512919329257
compound	8	k-means++	300	10	auto	0.6997478559312289
cuboids	8	k-means++	300	10	auto	0.7934456247890758
cure-t0-2000n-2D	8	k-means++	300	10	auto	0.4721419767634889
cure-t1-2000n-2D	8	k-means++	300	10	auto	0.7854751675429936
cure-t2-4k	8	k-means++	300	10	auto	0.767310506226739
curves1	8	k-means++	300	10	auto	0.5000288580906297
curves2	8	k-means++	300	10	auto	0.5000086565971393
d31	8	k-means++	300	10	auto	0.7047910015455736
dartboard1	8	k-means++	300	10	auto	0.33001677686955805
dartboard2	8	k-means++	300	10	auto	0.45418011212472825
dense-disk-3000	8	k-means++	300	10	auto	0.04603469398142954
dense-disk-5000	8	k-means++	300	10	auto	0.044914849318532145
diamond9	8	k-means++	300	10	auto	0.9002264781782399
disk-1000n	8	k-means++	300	10	auto	0.2910580032197757
disk-3000n	8	k-means++	300	10	auto	0.27524641919362564
disk-4000n	8	k-means++	300	10	auto	0.22400721736563795
disk-4500n	8	k-means++	300	10	auto	0.19132994764429848
disk-4600n	8	k-means++	300	10	auto	0.14953402515169134
disk-5000n	8	k-means++	300	10	auto	0.19156419258875168
donut1	8	k-means++	300	10	auto	0.5876306030946903
donut2	8	k-means++	300	10	auto	0.3918860859632691
donut3	8	k-means++	300	10	auto	0.7821922615929747
donutcurves	8	k-means++	300	10	auto	0.7519355473693928
dpb	8	k-means++	300	10	auto	0.78714847465487
dpc	8	k-means++	300	10	auto	0.8255962357909526
DS-577	8	k-means++	300	10	auto	0.6904476061894537
DS-850	8	k-means++	300	10	auto	0.8609534106565517
ds2c2sc13	8	k-means++	300	10	auto	0.7663349842101775
ds3c3sc6	8	k-means++	300	10	auto	0.6869873320997727
ds4c2sc8	8	k-means++	300	10	auto	0.8057383951713801
ds577	8	k-means++	300	10	auto	0.6962821451542662
ds850	8	k-means++	300	10	auto	0.8651371106310372
ecoli	8	k-means++	300	10	auto	0.6105072877304996
elliptical_10_2	8	k-means++	300	10	auto	0.9236405816675439
elly-2d10c13s	8	k-means++	300	10	auto	0.5358730581005553
engytime	8	k-means++	300	10	auto	0.4051473297756174
flame	8	k-means++	300	10	auto	0.4370710341500134
fourty	8	k-means++	300	10	auto	0.7077715356737518
gaussians1	8	k-means++	300	10	auto	0.5115100829452152
glass	8	k-means++	300	10	auto	0.4427698644725291
haberman	8	k-means++	300	10	auto	0.03894600557312236
heart-statlog	8	k-means++	300	10	auto	0.058813657543390845
hepta	8	k-means++	300	10	auto	0.975489964045142
hypercube	8	k-means++	300	10	auto	1.0
impossible	8	k-means++	300	10	auto	0.6790779693078645
iono	8	k-means++	300	10	auto	0.20732784760813394
iris	8	k-means++	300	10	auto	0.6535268845015393
jain	8	k-means++	300	10	auto	0.4378587433616368
long1	8	k-means++	300	10	auto	0.46380644334894433
long2	8	k-means++	300	10	auto	0.4751364774673505
long3	8	k-means++	300	10	auto	0.34796344021635606
longsquare	8	k-means++	300	10	auto	0.8866317782113043
lsun	8	k-means++	300	10	auto	0.6762408833838213
pathbased	8	k-means++	300	10	auto	0.5575897524147946
pmf	8	k-means++	300	10	auto	0.6917038827209355
R15	8	k-means++	300	10	auto	0.7425078304557066
rings	8	k-means++	300	10	auto	0.3548478591655571
shapes	8	k-means++	300	10	auto	0.8264336624399222
simplex	8	k-means++	300	10	auto	0.8017169089569914
sizes1	8	k-means++	300	10	auto	0.7326794035265415
sizes2	8	k-means++	300	10	auto	0.6764651923773475
sizes3	8	k-means++	300	10	auto	0.6265036850119267
sizes4	8	k-means++	300	10	auto	0.5745439836905006
sizes5	8	k-means++	300	10	auto	0.5336769346887018
smile1	8	k-means++	300	10	auto	0.7124519492809044
smile2	8	k-means++	300	10	auto	0.6376964451948529
smile3	8	k-means++	300	10	auto	0.5314973894456032
sonar	8	k-means++	300	10	auto	0.0785884294561598
spherical_4_3	8	k-means++	300	10	auto	0.8179600711877095
spherical_5_2	8	k-means++	300	10	auto	0.7685021703096221
spherical_6_2	8	k-means++	300	10	auto	0.9400894221271278
spiral	8	k-means++	300	10	auto	0.028862527799080863
spiralsquare	8	k-means++	300	10	auto	0.6285917444222002
square1	8	k-means++	300	10	auto	0.7519090680248105
square2	8	k-means++	300	10	auto	0.7174478501087507
square3	8	k-means++	300	10	auto	0.6541662940917768
square4	8	k-means++	300	10	auto	0.5889335460003136
square5	8	k-means++	300	10	auto	0.5012112588752682
st900	8	k-means++	300	10	auto	0.7991403291776342
tae	8	k-means++	300	10	auto	0.05922123478853598
target	8	k-means++	300	10	auto	0.5340479663119594
tetra	8	k-means++	300	10	auto	0.7614855128086989
threenorm	8	k-means++	300	10	auto	0.2889711096714202
thy	8	k-means++	300	10	auto	0.36083582386486407
triangle1	8	k-means++	300	10	auto	0.8815402371057004
triangle2	8	k-means++	300	10	auto	0.7595646790506455
twenty	8	k-means++	300	10	auto	0.7866375230242386
twodiamonds	8	k-means++	300	10	auto	0.5005675043846246
wingnut	8	k-means++	300	10	auto	0.43530675550852055
xclara	8	k-means++	300	10	auto	0.6834749374430177
xor	8	k-means++	300	10	auto	0.6487560498681656
zelnik1	8	k-means++	300	10	auto	0.5339501927033085
zelnik2	8	k-means++	300	10	auto	0.6311400843205099
zelnik3	8	k-means++	300	10	auto	0.7305757551187404
zelnik4	8	k-means++	300	10	auto	0.8002021979489187
zelnik5	8	k-means++	300	10	auto	0.828269096649241
zelnik6	8	k-means++	300	10	auto	0.7302905231399899
zoo	8	k-means++	300	10	auto	0.7864139652338769
2d-10c	9	k-means++	300	10	auto	0.9953060975953711
2d-20c-no0	9	k-means++	300	10	auto	0.809069520561123
2d-3c-no123	9	k-means++	300	10	auto	0.5950240177760941
2d-4c-no4	9	k-means++	300	10	auto	0.7443611663333887
2d-4c-no9	9	k-means++	300	10	auto	0.7243948534181296
2d-4c	9	k-means++	300	10	auto	0.7249690792678215
2dnormals	9	k-means++	300	10	auto	0.3139368938854969
2sp2glob	9	k-means++	300	10	auto	0.5936313776901713
3-spiral	9	k-means++	300	10	auto	0.19296303082119348
3MC	9	k-means++	300	10	auto	0.659613601027501
aggregation	9	k-means++	300	10	auto	0.8281631145931603
aml28	9	k-means++	300	10	auto	0.6761351589405071
atom	9	k-means++	300	10	auto	0.574509529977877
balance-scale	9	k-means++	300	10	auto	0.15602451457823446
banana	9	k-means++	300	10	auto	0.4830259876362721
blobs	9	k-means++	300	10	auto	0.6075987582958339
cassini	9	k-means++	300	10	auto	0.6111266156935495
chainlink	9	k-means++	300	10	auto	0.48158474053023126
circle	9	k-means++	300	10	auto	0.1293060188224196
complex8	9	k-means++	300	10	auto	0.6131137400354175
complex9	9	k-means++	300	10	auto	0.6646307773193271
compound	9	k-means++	300	10	auto	0.7273521768775728
cuboids	9	k-means++	300	10	auto	0.7677696792932773
cure-t0-2000n-2D	9	k-means++	300	10	auto	0.45170546575234494
cure-t1-2000n-2D	9	k-means++	300	10	auto	0.7639556402189779
cure-t2-4k	9	k-means++	300	10	auto	0.7605228964853412
curves1	9	k-means++	300	10	auto	0.48067150881962906
curves2	9	k-means++	300	10	auto	0.480676192837461
d31	9	k-means++	300	10	auto	0.7292949193354605
dartboard1	9	k-means++	300	10	auto	0.3102467655857362
dartboard2	9	k-means++	300	10	auto	0.4445239916480807
dense-disk-3000	9	k-means++	300	10	auto	0.0892844311486062
dense-disk-5000	9	k-means++	300	10	auto	0.08819778049859697
diamond9	9	k-means++	300	10	auto	1.0
disk-1000n	9	k-means++	300	10	auto	0.29789429295810876
disk-3000n	9	k-means++	300	10	auto	0.2595651491234453
disk-4000n	9	k-means++	300	10	auto	0.2109046172514207
disk-4500n	9	k-means++	300	10	auto	0.3054228651193251
disk-4600n	9	k-means++	300	10	auto	0.13906082823880675
